Produccion,Hours,Demanda
8008,6,11264
9142,7,11799
9042,8,13010
8663,9,13279
8259,10,13439
7772,11,13755
7293,12,13913
6944,13,13755
6734,14,13755
6616,15,13755
6965,16,13439
7312,17,14860
7896,18,15176
8393,19,15810
8928,20,15019
8923,21,14388
8962,22,13913
8746,23,13755
8482,24,13121
7551,1,10653
6953,2,9882
6554,3,9392
6573,4,9672
7067,5,10006
7715,6,11043
8226,7,11480
8760,8,12734
9581,9,13090
9928,10,13302
10025,11,13616
10329,12,13737
10481,13,13527
10639,14,13498
10811,15,13498
10892,16,13187
11025,17,14582
11756,18,14892
11895,19,15514
11612,20,14737
11545,21,14117
11070,22,13654
10245,23,13498
9525,24,12877
8436,1,10725
7588,2,9948
7361,3,9482
7402,4,9763
8028,5,10091
8961,6,11129
10056,7,11621
10815,8,12886
11150,9,13177
11251,10,13360
10888,11,13643
11080,12,13809
11347,13,13630
11189,14,13630
11178,15,13630
11086,16,13317
11148,17,14728
11241,18,15041
11400,19,15669
11754,20,14884
11562,21,14260
11016,22,13787
9890,23,13630
9228,24,13005
7742,1,10708
7232,2,9920
6995,3,9447
7167,4,9763
7826,5,10085
9470,6,11201
11254,7,11960
11311,8,12914
11055,9,13225
10929,10,13385
11094,11,13699
11226,12,13855
11205,13,13699
10861,14,13699
11034,15,13699
11328,16,13385
11759,17,14800
12227,18,15116
12406,19,15746
12363,20,14959
11972,21,14329
11441,22,13855
10468,23,13699
9834,24,13069
8512,1,10698
7877,2,9927
7641,3,9454
7918,4,9756
8655,5,10084
9244,6,11158
9866,7,11550
10228,8,12798
10219,9,13107
10461,10,13305
10340,11,13635
10528,12,13733
10496,13,13574
10532,14,13618
10511,15,13574
10904,16,13284
11397,17,14669
11688,18,14999
11987,19,15605
11772,20,14836
11296,21,14201
11111,22,13733
10560,23,13574
10249,24,12950
8916,1,9426
8396,2,8822
8083,3,8500
8210,4,8700
9074,5,9490
10671,6,11272
11370,7,12771
11154,8,13078
10926,9,13098
10691,10,13505
10521,11,13599
10516,12,14071
10584,13,13738
10467,14,13695
10396,15,13672
10601,16,13279
10786,17,14793
10701,18,15439
10744,19,15702
10771,20,15272
10761,21,14874
10825,22,14397
10503,23,14048
10260,24,13734
8610,1,9300
8127,2,8653
7954,3,8525
8089,4,8704
8849,5,9459
10353,6,11050
11148,7,12611
11055,8,13060
11063,9,13137
11087,10,13543
11120,11,13569
10769,12,14032
10703,13,13736
10767,14,13718
10940,15,13718
11174,16,13270
11321,17,14853
11471,18,15495
11526,19,15767
11540,20,15336
11558,21,14935
11111,22,14456
10481,23,14109
9875,24,13792
8649,1,9198
8022,2,8494
7486,3,8249
7881,4,8556
8483,5,9328
9153,6,10805
10135,7,12286
10664,8,12858
11291,9,13015
11455,10,13385
11374,11,13379
11427,12,13811
11255,13,13495
10900,14,13495
10671,15,13495
10726,16,13030
11055,17,14614
11653,18,15242
11777,19,15510
11387,20,15089
10965,21,14695
10488,22,14223
9815,23,13879
9288,24,13569
8035,1,8788
7574,2,8058
7350,3,7844
7579,4,8145
8047,5,8907
8716,6,10354
9673,7,11859
10544,8,12431
10670,9,12583
10802,10,12988
10850,11,13076
11068,12,13457
10983,13,13042
10855,14,13042
10796,15,13042
10765,16,12591
10881,17,14121
11120,18,14729
11209,19,14990
11039,20,14580
10913,21,14200
10459,22,13742
9662,23,13412
9211,24,13110
7819,1,8872
7177,2,8111
7004,3,7930
7267,4,8247
7668,5,8991
8398,6,10486
9450,7,12003
10122,8,12528
10783,9,12665
11078,10,13075
11205,11,13116
11111,12,13526
11065,13,13208
10872,14,13205
10840,15,13205
11110,16,12758
11316,17,14307
11374,18,14919
11459,19,15180
11415,20,14762
11223,21,14380
10562,22,13916
9794,23,13581
8991,24,13277
7723,1,8784
7078,2,8013
6912,3,7828
7094,4,8110
7842,5,8860
9491,6,10468
10910,7,12000
10948,8,12451
10922,9,12508
10755,10,12899
10753,11,12939
10825,12,13350
10886,13,13049
10771,14,13043
10825,15,13042
10766,16,12591
10682,17,14123
10780,18,14729
10862,19,14990
10646,20,14580
9954,21,14201
9300,22,13743
8064,23,13413
7435,24,13111
6317,1,8729
5513,2,7801
5595,3,7677
6026,4,8023
6527,5,8823
7976,6,10410
9155,7,11919
9412,8,12406
9508,9,12519
9760,10,12932
10250,11,12972
10556,12,13426
10485,13,13123
10355,14,13123
10422,15,13123
10276,16,12670
10593,17,14214
10716,18,14821
10926,19,15083
10685,20,14668
10643,21,14292
10275,22,13833
9616,23,13496
9108,24,13197
7954,1,8894
7186,2,8087
6894,3,7891
7047,4,8195
7551,5,8954
7995,6,10441
8445,7,11952
8897,8,12446
9349,9,12566
9339,10,13025
8799,11,13049
8829,12,13468
9009,13,13162
9384,14,13162
9523,15,13162
9389,16,12711
9494,17,14261
9614,18,14864
9585,19,15131
9593,20,14715
9566,21,14335
9441,22,13883
9249,23,13542
9060,24,13240
8641,1,9165
8008,2,8447
7694,3,8076
7883,4,8235
8440,5,8909
9029,6,10266
9466,7,11655
9753,8,12111
9818,9,12198
9729,10,12574
9638,11,12618
9650,12,13012
9767,13,12722
10185,14,12722
10444,15,12710
10464,16,12295
10619,17,13765
10748,18,14352
10811,19,14606
10795,20,14207
10695,21,13839
10468,22,13402
9994,23,13073
9487,24,12780
8151,1,8815
7623,2,8159
7303,3,7808
7602,4,8098
8186,5,8849
9426,6,10261
10617,7,11698
10693,8,12112
10636,9,12225
10628,10,12603
10749,11,12670
10414,12,13044
10387,13,12751
10409,14,12751
10434,15,12751
10493,16,12311
10665,17,13810
10809,18,14401
11104,19,14655
11082,20,14254
11061,21,13883
10830,22,13445
10066,23,13113
9451,24,12822
8218,1,8698
7580,2,7991
7354,3,7711
7505,4,7879
7965,5,8562
8707,6,9805
9697,7,11127
10510,8,11703
10873,9,12003
10772,10,12307
10885,11,12329
10935,12,12608
10805,13,12304
10671,14,12256
10709,15,12225
10907,16,11869
10995,17,13228
11146,18,13809
11167,19,14038
11057,20,13653
10902,21,13298
10391,22,12877
9644,23,12563
8948,24,12281
7709,1,8400
7217,2,7739
6843,3,7425
6972,4,7672
7397,5,8380
8190,6,9777
9144,7,11168
10121,8,11684
10428,9,11826
10461,10,12189
10524,11,12248
10328,12,12614
9614,13,12306
9075,14,12295
9073,15,12295
9241,16,11873
9269,17,13316
10027,18,13896
10757,19,14132
10795,20,13745
10518,21,13389
10008,22,12962
9048,23,12648
8442,24,12363
7152,1,8384
6598,2,7593
6217,3,7387
6222,4,7707
6695,5,8455
7937,6,9971
9168,7,11400
9872,8,11860
10044,9,11974
10194,10,12362
10509,11,12403
10735,12,12831
10826,13,12543
10560,14,12543
10390,15,12543
10333,16,12109
10559,17,13589
10661,18,14165
10819,19,14416
10519,20,14022
10014,21,13660
9563,22,13228
8836,23,12903
8025,24,12615
6932,1,8516
6494,2,7794
6316,3,7622
6512,4,7924
6937,5,8661
7791,6,10158
7534,7,11620
7378,8,12095
7356,9,12203
6218,10,12609
6738,11,12645
8188,12,13085
8938,13,12790
9534,14,12790
9743,15,12790
9726,16,12350
9429,17,13856
9317,18,14447
9512,19,14703
9816,20,14299
9683,21,13930
9503,22,13486
9235,23,13157
9117,24,12860
7856,1,8582
7249,2,7960
6925,3,7721
7078,4,7988
7536,5,8706
8260,6,10006
9546,7,11453
9865,8,11906
9924,9,12041
9983,10,12422
10074,11,12457
10161,12,12876
10253,13,12602
10344,14,12605
10431,15,12616
10524,16,12295
10617,17,13631
10704,18,14212
10734,19,14465
10643,20,14067
10531,21,13704
10400,22,13269
9607,23,12946
9038,24,12655
7608,1,8510
7073,2,7860
6757,3,7548
6945,4,7808
7561,5,8546
9082,6,10080
10481,7,11534
10518,8,11923
10340,9,11973
10162,10,12352
9972,11,12364
10083,12,12789
10164,13,12504
10157,14,12504
10244,15,12504
10542,16,12071
10707,17,13542
11193,18,14118
11245,19,14370
11187,20,13975
10806,21,13615
10403,22,13180
9557,23,12858
8981,24,12572
7831,1,8358
7282,2,7717
7148,3,7522
7396,4,7764
7768,5,8391
9019,6,9702
10271,7,11124
10203,8,11466
10156,9,11548
10328,10,11946
9729,11,12017
9749,12,12377
9991,13,12136
10215,14,12176
10440,15,12217
10660,16,11906
10883,17,13204
11106,18,13682
11260,19,13898
11081,20,13514
10571,21,13166
10008,22,12744
9041,23,12435
8103,24,12155
7311,1,8179
6790,2,7525
6621,3,7260
6829,4,7504
7126,5,8192
7731,6,9531
8582,7,10925
9730,8,11370
10617,9,11545
10931,10,11982
11169,11,12123
11336,12,12456
11101,13,12243
10490,14,12042
9943,15,12018
9987,16,11627
10110,17,13014
10632,18,13575
11116,19,13813
10757,20,13438
10031,21,13088
9412,22,12660
8737,23,12357
8323,24,12081
7086,1,8137
6588,2,7425
6437,3,7232
6636,4,7541
6998,5,8287
7756,6,9698
8726,7,11098
9705,8,11573
10260,9,11765
10498,10,12150
10298,11,12177
10598,12,12563
10674,13,12247
10473,14,12215
10312,15,12212
10356,16,11831
10584,17,13221
10584,18,13792
10530,19,14039
10367,20,13654
10256,21,13295
10073,22,12865
9352,23,12557
8969,24,12277
7449,1,8369
6845,2,7605
6616,3,7396
6846,4,7641
7312,5,8367
8548,6,9821
9872,7,11233
9972,8,11684
9936,9,11832
9830,10,12194
9921,11,12209
10066,12,12621
9949,13,12334
9951,14,12334
10104,15,12334
10036,16,11912
10019,17,13356
9981,18,13934
9932,19,14179
9786,20,13792
9796,21,13434
9812,22,12999
9501,23,12687
8720,24,12404
7479,1,8352
7024,2,7623
6917,3,7454
7080,4,7664
7467,5,8362
8658,6,9761
9865,7,11145
10224,8,11584
10156,9,11667
10211,10,12081
10284,11,12142
10383,12,12540
10466,13,12333
10351,14,12266
10484,15,12246
10477,16,11873
10362,17,13235
10411,18,13808
10413,19,14054
10309,20,13668
10500,21,13313
10265,22,12920
9522,23,12570
8769,24,12291
7648,1,8405
6985,2,7661
6773,3,7447
7006,4,7684
7393,5,8337
8323,6,9645
9364,7,11039
9690,8,11483
10099,9,11611
10020,10,12005
9916,11,12062
9999,12,12475
9882,13,12189
9746,14,12165
9823,15,12141
9846,16,11729
9966,17,13144
10438,18,13721
11085,19,13959
11255,20,13576
10860,21,13221
10345,22,12853
9235,23,12486
8597,24,12205
7339,1,8327
6873,2,7572
6710,3,7395
6959,4,7660
7494,5,8429
8729,6,9888
9761,7,11275
9959,8,11715
9976,9,11799
9849,10,12171
9881,11,12244
10174,12,12637
10168,13,12449
10173,14,12393
10263,15,12369
10295,16,11999
10124,17,13373
10464,18,13958
10701,19,14200
10631,20,13814
10379,21,13453
10118,22,13010
9637,23,12701
8828,24,12418
7648,1,8352
7100,2,7687
6887,3,7479
6968,4,7663
7237,5,8349
8219,6,9770
9133,7,11198
9556,8,11654
9788,9,11745
10076,10,12131
9955,11,12240
9960,12,12716
10107,13,12439
10156,14,12459
10548,15,12489
10516,16,12103
10583,17,13407
10615,18,13954
10522,19,14220
10364,20,13853
10055,21,13468
9639,22,13101
9159,23,12725
8623,24,12375
8024,1,8647
7218,2,7954
6944,3,7698
7103,4,7814
7317,5,8253
7797,6,9678
8555,7,11098
9428,8,11537
10101,9,11639
10514,10,12046
10549,11,12186
10606,12,12533
10733,13,12305
10596,14,12255
10501,15,12207
10552,16,11838
10488,17,13197
10609,18,13781
10641,19,14019
10585,20,13638
10526,21,13277
10364,22,12910
9710,23,12538
9200,24,12256
7873,1,8566
7163,2,7824
6903,3,7598
7037,4,7760
7353,5,8439
8076,6,9770
8870,7,11200
9651,8,11643
9891,9,11827
9890,10,12194
10007,11,12261
10239,12,12610
10493,13,12311
10478,14,12311
10454,15,12311
10509,16,11888
10626,17,13321
10715,18,13907
10752,19,14151
10791,20,13768
10670,21,13402
10546,22,12958
9928,23,12663
8965,24,12373
7726,1,8439
7194,2,7784
7031,3,7565
7166,4,7757
7553,5,8313
8568,6,9762
9891,7,11176
10060,8,11612
10272,9,11671
10289,10,12045
10212,11,12085
10193,12,12509
10198,13,12226
10200,14,12232
10207,15,12244
10211,16,11956
10215,17,13231
10218,18,13812
10328,19,14053
10215,20,13688
10336,21,13357
10316,22,13021
10241,23,12721
10021,24,12400
7696,1,8656
7165,2,8039
7015,3,7792
7149,4,8034
7519,5,8560
8474,6,9848
9419,7,11079
9693,8,11540
9904,9,11636
10004,10,12121
10065,11,12152
10052,12,12503
10143,13,12235
10121,14,12295
10161,15,12361
10152,16,12076
10361,17,13490
10422,18,13937
10624,19,14241
10679,20,13746
10662,21,13346
10650,22,12974
10427,23,12537
9775,24,12218
8299,1,8972
7855,2,8263
7704,3,8033
7720,4,8252
7900,5,8756
8738,6,9968
9928,7,11218
10340,8,11688
10167,9,11791
9244,10,12214
9633,11,12329
9747,12,12832
9836,13,12597
10014,14,12578
9941,15,12576
9961,16,12232
10724,17,13603
10889,18,14106
11038,19,14413
11098,20,13914
11160,21,13470
11140,22,13137
10649,23,12843
10188,24,12484
8439,1,9087
7873,2,8360
7642,3,8103
7619,4,8149
7882,5,8601
8747,6,9867
9783,7,11077
10264,8,11543
10477,9,11678
10775,10,12140
11004,11,12304
11300,12,12739
11621,13,12541
11484,14,12599
11452,15,12615
11149,16,12205
10893,17,13465
11303,18,13966
11446,19,14267
11528,20,13777
11466,21,13332
11187,22,12955
10450,23,12591
9746,24,12248
8024,1,8762
7567,2,8104
7490,3,7925
7570,4,8126
7888,5,8629
8717,6,9842
9714,7,11059
10091,8,11535
10251,9,11631
10158,10,12058
10513,11,12087
10877,12,12480
11270,13,12483
11068,14,12450
10800,15,12365
10962,16,12074
11206,17,13417
11537,18,13916
11883,19,14218
11473,20,13724
10775,21,13282
10094,22,12903
9564,23,12538
8910,24,12196
7625,1,8601
7181,2,7962
7041,3,7753
7178,4,7968
7411,5,8480
7947,6,9773
8725,7,11002
9833,8,11483
10630,9,11699
11004,10,12115
11049,11,12289
10889,12,12668
10660,13,12406
10548,14,12496
10434,15,12303
10625,16,11960
10676,17,13369
11181,18,13869
11767,19,14169
11487,20,13679
11035,21,13239
10740,22,12864
10094,23,12511
9372,24,12162
8271,1,8822
7912,2,8226
7766,3,8035
7867,4,8228
8013,5,8593
8463,6,9752
9127,7,10971
9985,8,11457
10620,9,11673
11244,10,12090
11289,11,12219
11487,12,12559
11362,13,12490
11147,14,12418
11013,15,12322
11097,16,12028
11102,17,13324
11458,18,13818
11943,19,14122
11533,20,13632
10934,21,13191
10445,22,12819
9857,23,12453
9312,24,12116
7976,1,8560
7472,2,7928
7340,3,7728
7442,4,7930
7701,5,8427
8509,6,9710
9411,7,10932
9641,8,11397
9842,9,11501
9813,10,11942
10233,11,12017
10693,12,12475
10898,13,12345
10680,14,12208
10480,15,12241
10293,16,11863
10390,17,13278
10490,18,13771
11125,19,14070
11337,20,13589
11171,21,13144
10264,22,12772
9030,23,12409
8565,24,12073
7835,1,8457
7410,2,7854
7275,3,7648
7323,4,7827
7508,5,8340
8033,6,9608
8877,7,10822
9504,8,11280
9737,9,11388
9764,10,11800
10170,11,11832
10429,12,12236
10256,13,12052
10004,14,12060
9839,15,12089
9533,16,11760
9512,17,13144
9990,18,13630
10562,19,13923
10295,20,13444
9995,21,13011
9625,22,12639
9025,23,12280
8596,24,11947
7410,1,8524
7133,2,7973
6999,3,7742
7264,4,7991
7735,5,8408
8730,6,9691
9683,7,10863
9927,8,11256
9955,9,11341
9231,10,11757
9540,11,11788
9660,12,12206
9531,13,12021
9191,14,11980
9134,15,12048
9370,16,11745
9643,17,13097
9846,18,13582
10118,19,13894
10034,20,13398
9577,21,12964
8986,22,12596
8338,23,12237
7998,24,11903
7174,1,8325
6780,2,7736
6676,3,7510
6930,4,7764
7612,5,8265
8641,6,9569
9530,7,10707
9746,8,11131
9869,9,11170
10117,10,11651
10182,11,11657
10224,12,11961
10150,13,11725
9800,14,11754
9744,15,11811
10172,16,11508
10360,17,12840
10750,18,13316
11065,19,13604
11004,20,13131
10630,21,12698
10007,22,12330
9208,23,11971
8688,24,11644
7405,1,8506
6993,2,7917
6897,3,7674
7026,4,7925
7464,5,8421
8402,6,9741
9427,7,10953
9620,8,11407
9708,9,11501
9769,10,11935
9877,11,11967
9986,12,12353
10092,13,12102
10198,14,12166
10308,15,12237
10596,16,11927
10707,17,13278
10813,18,13771
10946,19,14070
10976,20,13584
10438,21,13144
9979,22,12772
9354,23,12409
9146,24,12073
7820,1,8537
7421,2,7914
7303,3,7717
7442,4,7891
7649,5,8427
7884,6,9677
8118,7,10894
8353,8,11358
8588,9,11455
8823,10,11882
9057,11,11915
9291,12,12309
9526,13,12047
9762,14,12107
9995,15,12176
10231,16,11820
10432,17,13235
10756,18,13725
11328,19,14023
11038,20,13537
10457,21,13101
9964,22,12728
9676,23,12365
8866,24,12033
7731,1,8562
7320,2,7932
7230,3,7746
7288,4,7953
7534,5,8481
7920,6,9768
8620,7,11001
9422,8,11471
10080,9,11585
10561,10,12004
10849,11,12105
11097,12,12526
10878,13,12334
10600,14,12294
10553,15,12288
10727,16,12005
10833,17,13344
11150,18,13842
11554,19,14140
11557,20,13650
11022,21,13203
10393,22,12820
9697,23,12455
9285,24,12115
8175,1,8934
7684,2,8252
7575,3,8045
7638,4,8250
7794,5,8785
8358,6,10080
9106,7,11345
9344,8,11828
9551,9,11932
9755,10,12371
9963,11,12404
10167,12,12810
10374,13,12537
10579,14,12596
10786,15,12664
10992,16,12343
11197,17,13762
11439,18,14273
11865,19,14585
11847,20,14075
11656,21,13618
11248,22,13311
10480,23,12910
9935,24,12542
8521,1,9336
8006,2,8644
7800,3,8402
7798,4,8586
8096,5,9142
8732,6,10436
9579,7,11724
10122,8,12221
10442,9,12340
10913,10,12800
11305,11,12991
11392,12,13349
11852,13,13405
11376,14,13179
11025,15,13149
10335,16,12750
9855,17,14236
9366,18,14764
9551,19,15082
9748,20,14562
9840,21,14092
9824,22,13690
9464,23,13299
9162,24,12936
8095,1,9640
7464,2,9045
7253,3,8738
7277,4,9020
7379,5,9357
7881,6,10483
8772,7,11574
9461,8,12133
9938,9,12262
10449,10,12900
10978,11,13313
11509,12,13734
11628,13,13591
11781,14,13569
11793,15,13451
11746,16,12973
11728,17,14230
11938,18,14604
12076,19,15046
12210,20,14506
12098,21,13828
11950,22,13558
11336,23,13130
10572,24,12668
9483,1,10665
8759,2,9959
8502,3,9610
8459,4,9842
8557,5,10187
8987,6,11446
9531,7,12579
10597,8,13180
11288,9,13322
11664,10,14009
11826,11,14398
11902,12,14874
11829,13,14753
11831,14,14632
11843,15,14452
11860,16,13897
11902,17,15422
11910,18,15840
11856,19,16329
12103,20,15750
12070,21,14978
12116,22,14750
11957,23,14267
11888,24,13958
10362,1,11161
9633,2,10382
9394,3,10036
9233,4,10054
9306,5,10413
9771,6,11552
10504,7,12763
11222,8,13375
11496,9,13515
11548,10,14222
11381,11,14631
11248,12,15103
11666,13,14956
11863,14,14852
12337,15,14712
12382,16,14269
12427,17,15681
12526,18,16105
12628,19,16609
12662,20,15967
12602,21,15223
12536,22,14901
12447,23,14437
12498,24,14251
12212,1,12591
11299,2,11754
10920,3,11340
10652,4,11116
10421,5,11058
10403,6,11724
11078,7,12759
11965,8,13393
12521,9,13565
12733,10,14224
12799,11,14677
12613,12,15114
12527,13,14959
12635,14,14818
12609,15,14642
12616,16,14081
12613,17,15688
12853,18,16120
12875,19,16629
12918,20,15980
12972,21,15152
12959,22,14820
12511,23,14622
11920,24,14173
11172,1,11761
10716,2,11193
10406,3,10835
10100,4,10622
9902,5,10601
9990,6,11673
10622,7,12863
11328,8,13482
11901,9,13682
12418,10,14327
12714,11,14717
13410,12,15207
13604,13,15218
13708,14,15106
13558,15,14773
13473,16,14356
13452,17,15790
13535,18,16217
13977,19,16728
14012,20,16095
13979,21,15357
13911,22,15026
13005,23,14586
12594,24,14081
11198,1,11891
10493,2,11065
10124,3,10632
9809,4,10549
9888,5,10574
10369,6,11879
11066,7,13114
11556,8,13700
11831,9,13833
12082,10,14646
12499,11,15031
12937,12,15517
13177,13,15338
12915,14,15218
12768,15,14977
13051,16,14469
13215,17,16065
13329,18,16537
13463,19,17004
13569,20,16396
13693,21,15540
13485,22,15121
13075,23,14662
12250,24,14096
10891,1,11686
10718,2,11346
10541,3,10861
9842,4,11101
9508,5,11291
9751,6,12101
10537,7,12832
11221,8,13291
11655,9,13432
12302,10,13915
12882,11,14628
13469,12,15132
14107,13,15550
14163,14,15541
14040,15,15363
13935,16,14932
13975,17,16175
14171,18,16589
14335,19,17343
14353,20,16492
14332,21,15998
14245,22,15603
14027,23,15323
13761,24,14978
12230,1,13364
12192,2,12926
11942,3,12672
10879,4,11330
10295,5,11441
10392,6,11598
11143,7,12297
11915,8,12761
12657,9,13282
13195,10,13953
13359,11,14694
13605,12,15589
13889,13,15682
13719,14,15821
13475,15,15544
13823,16,15356
14227,17,16239
14221,18,16730
13476,19,17628
14184,20,16674
14502,21,16309
14498,22,15717
14473,23,15634
14253,24,15381
13815,1,15239
13918,2,15052
13714,3,14594
12532,4,13856
11999,5,12727
11649,6,12264
12294,7,12894
12899,8,13883
13612,9,14667
13983,10,14907
14053,11,15256
13839,12,15401
14117,13,14992
14097,14,15013
14088,15,14958
14154,16,14738
14168,17,16578
14208,18,16909
14123,19,18083
14128,20,16721
14128,21,14954
14128,22,14862
14128,23,14632
14128,24,14632
13823,1,15267
13770,2,15181
13715,3,14989
13662,4,13987
13429,5,13670
13556,6,13627
13501,7,13721
13446,8,13955
13383,9,14369
13685,10,14693
13650,11,14901
13728,12,14942
13785,13,14875
13842,14,14858
13897,15,14716
13953,16,14754
14039,17,15989
14242,18,16246
14099,19,17731
14217,20,16026
14177,21,15031
13726,22,14844
13507,23,14762
13580,24,14654
12779,1,15262
12601,2,15176
12178,3,14987
11060,4,13611
10307,5,13000
10222,6,12550
10408,7,12949
10551,8,13409
11061,9,14356
11812,10,14611
12750,11,14704
13479,12,14727
13399,13,14850
13739,14,14887
13716,15,14807
13711,16,14697
13772,17,15980
13915,18,16235
13820,19,17723
13957,20,16015
13643,21,15009
13370,22,14818
13129,23,14713
12669,24,14598
12374,1,15136
12051,2,15051
11872,3,14859
10744,4,13455
10179,5,12915
10222,6,12477
10769,7,12886
11475,8,13331
12268,9,14280
12763,10,14541
13239,11,14625
13479,12,14683
13975,13,14911
14363,14,15222
14388,15,15171
14360,16,14997
14370,17,15899
13863,18,16099
13805,19,17629
13826,20,15970
13609,21,14935
13337,22,14751
13111,23,14634
12607,24,14466
13707,1,15442
13106,2,15191
12820,3,14960
12577,4,13703
11357,5,13126
10857,6,12677
11015,7,13130
11725,8,13428
